PMID,Title,Abstract,Journal,Year,Authors
40568349,"Unraveling the Gut-Liver-Brain Axis: Microbiome, Inflammation, and Emerging Therapeutic Approaches.","The gut-liver-brain axis (GLB axis) plays a crucial role in maintaining metabolic, immune, and neurological homeostasis. The gut microbiota influences systemic health through its metabolites, including short-chain fatty acids (SCFAs), bile acids (BAs), and tryptophan (Trp) derivatives, which regulate immune function, lipid metabolism, and neurotransmitter balance. Dysbiosis is an imbalance in gut microbiota that has been implicated in metabolic dysfuntion associated fatty liver disease (MAFLD), alcohol-associated liver disease (AALD), and neuroinflammatory conditions such as schizophrenia. Increased gut permeability allows microbial byproducts like lipopolysaccharides (LPSs) to enter the liver and brain, activating inflammatory pathways that contribute to disease progression. Moreover, hepatic dysfunction can lead to neuroinflammation and cognitive impairments. Understanding the interplay between microbial metabolites and host physiology provides insight into novel therapeutic interventions. Strategies such as probiotics, prebiotics, synbiotics, fecal microbiota transfer (FMT), and postbiotics offer potential treatments to restore gut eubiosis and mitigate disease severity. This review highlights the mechanistic role of the GLB axis in health and disease, emphasizing microbiome-targeted therapies as a promising avenue for managing metabolic and neuropsychiatric disorders. <b>Trial Registration:</b> ClinicalTrials.gov identifier: NCT04823676, NCT02496390, NCT06024681, NCT02721264.",Mediators of inflammation,2025,Hiral Aghara; Manali Patel; Prashsti Chadha; Kirti Parwani; Ruchi Chaturvedi; Palash Mandal
40568319,Microendoscopic calcium imaging in motor cortices of macaques during rest and movement.,"The study of motor cortices in non-human primates is relevant to our understanding of human motor control, both in healthy conditions and in movement disorders. Calcium imaging and miniature microscopes allow the study of multiple genetically identified neurons with excellent spatial resolution. We used this method to examine activity patterns of projection neurons in deep layers of the supplementary motor (SMA) and primary motor areas (M1) in four rhesus macaques. We implanted gradient index lenses and expressed GCaMP6f to image calcium transients while the animals were at rest or engaged in an arm-reaching task. We tracked the activity of SMA and M1 neurons across conditions, examined cell pairs for synchronous activity, and assessed whether SMA and M1 neuronal activation followed specific sequential activation patterns. We demonstrate the value of <i>in vivo</i> calcium imaging for studying patterns of activity in groups of corticofugal neurons in SMA and M1.",iScience,2025,Anne-Caroline Martel; Damien Pittard; Annaelle Devergnas; Benjamin Risk; Jonathan J Nassi; Waylin Yu; Joshua D Downer; Thomas Wichmann; Adriana Galvan
40568294,Managing Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD) in the Digital Era: Overcoming Barriers to Lifestyle Change.,"Obesity presents a significant global health challenge due to its association with a range of systemic disorders. One such condition is metabolic dysfunction-associated steatotic liver disease (MASLD), formerly known as non-alcoholic fatty liver disease (NAFLD), which has become the most common chronic liver disease worldwide. The prevalence of MASLD is closely linked to obesity, type 2 diabetes, and sedentary lifestyles, posing substantial risks for liver-related morbidity and extrahepatic complications such as cardiovascular and renal diseases. Despite recent advancements in pharmacological treatments, lifestyle modification remains the cornerstone of MASLD management. This review summarizes current evidence on lifestyle interventions, focusing on weight loss, dietary improvements, and increased physical activity. It also explores barriers to implementation, including socioeconomic factors, limited patient awareness, and stigma, while highlighting innovative strategies such as group-based programs, web-based interventions, and mobile technologies. As MASLD continues to rise globally, prioritizing lifestyle-based and scalable approaches will be critical to reducing its burden and improving patient outcomes.",Cureus,2025,Stanislav Kravchuk; Mykola Bychkov; Marko Kozyk; Olena Strubchevska; Aleksandra Kozyk
40568257,Neurological Complications in a Patient With Thalassemia Intermedia and Chronic Myeloid Leukemia: A Case of Extramedullary Hematopoiesis-Induced Spinal Cord Compression.,"Extramedullary hematopoiesis (EMH) is a rare but significant compensatory response to chronic ineffective erythropoiesis, frequently seen in hematologic disorders such as thalassemia intermedia (TI) and chronic myeloid leukemia (CML). While EMH is typically asymptomatic, it can manifest as paraspinal masses that cause spinal cord compression, resulting in severe neurological deficits. This case highlights the complexities in managing overlapping hematologic conditions and emphasizes the importance of timely diagnosis and intervention. We present a 50-year-old male with a longstanding history of TI and CML, who developed progressive lower extremity weakness, gait instability, and sensory deficits due to spinal cord compression from EMH. This case underscores the critical need for clinical awareness and early intervention in patients with hematologic disorders who present with neurological symptoms. EMH-induced spinal cord compression, though rare, can lead to significant morbidity if left untreated. Multidisciplinary management involving neurology, hematology, radiology, and rehabilitation is essential to optimize outcomes and prevent permanent neurological deficits in affected patients.",Cureus,2025,Ozlem Onder; Sahin Isik; Ersen Ceylan
40568231,Clinical characteristics of tic disorders in children and adolescents with the chief complaint of abnormal blinking.,"Abnormal blinking is a common symptom shared by allergic conjunctivitis (AC), dry eye disease (DED), and tic disorders (TD). This study explored clinical manifestations of TD in patients with the chief complaint of abnormal blinking; its goal was to reduce misdiagnosis and missed diagnosis. In total, 1054 patients with the chief complaint of abnormal blinking completed a questionnaire and underwent comprehensive ophthalmic examinations and mental health assessments. Questionnaire data were compiled for patients with a confirmed diagnosis of TD; their clinical characteristics were analyzed. Of the 1054 patients presenting with abnormal blinking, 453 (42.98%) were diagnosed with a TD. Among these 453 patients, 253 (55.63%) had provisional tic disorder (PTD). 121 (26.71%) patients initially were misdiagnosed (primarily with AC) or experienced a missed diagnosis; Patients with PTD were more likely to seek ophthalmologic care, whereas those with CTD or TS were more likely to visit a paediatrician (P<0.001). The predominant eye tics were excessive and/or frequent blinking; 438 (96.69%) patients exhibited tics other than eye tics. Among the TD patients, 371 (81.90%) reported ocular symptoms, whereas 336 (74.17%) had comorbid eye diseases including AC and DED. PTD patients with AC had higher incidences of allergic rhinitis and asthma compared with patients displaying CTD and TS (P<0.05). TD are major causes of abnormal blinking, and PTD is the most common subtype. TD patients with abnormal blinking often have comorbid eye diseases, primarily AC and DED.",Frontiers in psychiatry,2025,Na Tang; Yunjiao Wang; Xiaohan Jiang; Huan Liu; Yan Li; Jia Qu; Shengjin Xiang
40568112,A novel frameshift mutation in Phosphoinositide 3-kinase regulatory subunit 1 ( <i>PIK3R1</i> ) causes immunodeficiency and Amyotrophic Lateral Sclerosis (ALS).,"Mutations in <i>PIK3R1</i> , a regulatory subunit of Class I PI3K, are implicated in immune disorders and neurological conditions. We identified a novel heterozygous pathogenic frameshift mutation (c.1710dup) in <i>PIK3R1</i> in a patient with common variable immunodeficiency who developed slowly progressive Amyotrophic Lateral Sclerosis. Induced pluripotent stem cells (iPSCs) and iPSC-derived motor neurons (iMNs) demonstrated that this mutation resulted in <i>PIK3R1</i> haploinsufficiency, with downstream activation of AKT, disruption of neuronal electrical function and increased apoptosis in iPSC-derived motor neurons. Single-cell RNA sequencing (scRNA-seq) and pathway analysis of differentially expressed genes showed apoptosis pathways were upregulated in neuronal clusters from iMNs harboring the <i>PIK3R1</i> c.1710 dup mutation. Mutated iPSC-derived brain organoids were smaller than matched controls. scRNA-seq of brain organoids showed more active apoptosis in neuronal clusters of patient-derived brain organoids. These findings identify a critical and novel role for <i>PIK3R1</i> haploinsufficiency in neuronal function and survival.",bioRxiv : the preprint server for biology,2025,Brice Calco; Colin L Sweeney; Joseph Steiner; Tongguang Wang; Tovah E Markowitz; Subrata Paul; Bianca Palicha; Sara Dinges; Kelsey Yoo; Lisa Henderson; Valerie McDonald; Suk See De Ravin; Benjamin Greenberg; Christa S Zerbe; Luigi D Notarangelo; Steven M Holland; Avindra Nath; Farinaz Safavi
40568088,Large-scale HLA immunopeptidome and interactome profiling in microglia.,"Microglia are immune cells of the brain and act as major antigen presenting cells. Antigen presentation involves the human leukocyte antigen (HLA) complex, which is implicated in genetic risk of multiple neurodegenerative diseases. How HLA affects the function of microglia in the context of neurodegenerative disease remains unclear. Here, we investigated the HLA epitopes and their protein interactome in human induced pluripotent stem cell (iPSC)-derived microglia-like cells (iMGLs) using systematic mass spectrometry (MS)-based immunopeptidomics, whole-cell proteomics, affinity purification, and prediction algorithms. Our results revealed the presence of almost 7,000 peptides presented by HLA class I and II within microglia. We further showed that the immunopeptidome landscapes of iPSCs, iMGLs and interferon-gamma (IFNγ) stimulated iMGLs are all readily distinguishable. Furthermore, HLA interacts with different groups of proteins in iPSCs compared to iMGLs which involve proteins in immune response. Importantly, we detected 25 HLA epitopes derived from 15 genes associated with Alzheimer's and related dementias such as Tau, PLD3 (Alzheimer's disease), TDP-43, FUS (Frontotemporal dementia), and PARK7, VPS35 (Lewy Body dementia). We predicted 31 mutant epitopes derived from these ADRD genes that could be presented with strong interaction to HLA molecules. Along with these epitopes, we observed an enrichment of immune-related interaction proteins in microglia treated with IFNγ. These results provide evidence that aggregated and mutated proteins can interact with HLA alleles and be presented on the cell surface by microglia cells. This study sheds light on the antigen presenting and adaptive immunity mechanism within the central nervous system and its possible effects on neurodegenerative diseases.",bioRxiv : the preprint server for biology,2025,Sydney Klaisner; Ying Hao; Alexandra Beilina; Jae-Hyeon Park; Ziyi Li; Michiyo Iba; Cole Tindall; Benjamin Jin; Jacob Epstein; Isabelle Kowal; Caroline B Pantazis; Nicole Carmiol; Paige Jarreau; Nicole Washecka; Cory Weller; Mike A Nalls; Kendall Van Keuren-Jensen; Andrew B Singleton; Mark R Cookson; Yue Andy Qi
40568008,Clinical Spectrum and Dynamics of Sequelae Following Tick-Borne Encephalitis Virus Infection: A Systematic Literature Review.,"Infection with the tick-borne encephalitis virus (TBEV) can affect the nervous system and lead to significant morbidity. To summarize current knowledge of long-term outcomes following TBEV infection, we systematically reviewed the prevalence of TBEV infection sequelae after hospital discharge across different age groups and follow-up time points. Studies of adults, children, and ""all-age"" populations with laboratory-confirmed TBEV infection were identified via electronic database searches. Study categorization was based on follow-up time after hospital discharge: ≤6, 7 to ≤12, or >12 months. Sequelae signs/symptoms were divided into 3 categories: neurological, neuropsychiatric, and other. Data were normalized using weighted means. Heterogeneity was estimated using a meta-analytic random-effects model. Fifteen studies were eligible for analysis (13 included only hospitalized patients). Seventy-nine unique sequelae symptoms were identified. Adults had a higher frequency of persistent symptoms than children (20.6%-100% vs 1.7%-69%). There were high levels of data heterogeneity (<i>I</i> <sup>2</sup> > 90%) among all studies. Although the proportion of patients with each sequela fluctuated across time, headache was reported by ≥20% of patients at all time points. Some sequelae also varied by age group; for example, irritability was more frequent in children, while insomnia/sleep disorders were more frequent in adults. Predominant neurological symptoms included balance disorders and headache. Predominant neuropsychiatric symptoms included concentration and memory disorders. Patients experience a variety of neurological, neuropsychiatric, or other sequelae symptoms following TBEV infection that vary over time and across age groups. This study highlights the need for standardized symptom categorization and follow-up time for TBE sequelae studies.",Open forum infectious diseases,2025,Kate Halsby; Liesl Gildea; Pingping Zhang; Frederick J Angulo; Andreas Pilz; Jennifer Moisi; Ann Colosia; Johann Sellner
40568004,Risk and Distribution of Metastatic Infections by Primary Infection Focus in <i>Staphylococcus aureus</i> Bacteremia.,"<i>Staphylococcus aureus</i> bacteremia (SAB) is a significant cause of morbidity and mortality, with a high risk of metastatic infections. Understanding the timing and distribution of metastatic infections based on the primary infection focus is crucial for effective management. We aimed to identify patterns that could guide clinicians in prioritizing surveillance and interventions for patients at high risk of metastatic infection. This retrospective cohort study analyzed 1725 patients diagnosed with SAB. We assessed the incidence and distribution of metastatic infections within the cohort, stratifying the data by the timing postdiagnosis and the primary infection focus. In the cohort of 1725 patients, 289 (16.7%) experienced a total of 439 metastatic infection events within the 90-day follow-up period. The majority of metastatic infections (approximately 85%) occurred within the first 7 days following diagnosis. The incidence of metastatic infections varied significantly with the primary focus of SAB, being highest in patients with endocarditis at 73.4%. The lung was the most frequent metastatic site (23.7%), followed by bones and joints (16.8%) and the central nervous system (12.3%). The distribution of metastatic sites significantly differed according to the primary infection focus. Our study findings provide essential insights into the risk and distribution of metastatic infections in patients with SAB, highlighting the critical role of the timing and primary infection focus. These findings enable healthcare professionals to adopt a more proactive and targeted approach to managing patients with SAB.",Open forum infectious diseases,2025,Seongman Bae; Min Soo Kook; Euijin Chang; Jiwon Jung; Min Jae Kim; Yong Pil Chong; Sung-Han Kim; Sang-Ho Choi; Sang-Oh Lee; Yang Soo Kim
40567997,"Mental Health, Substance Use, and Tuberculosis Preventive Therapy in People With HIV: A Prospective Cohort Study.","Because of the association of mental health and substance use disorders with higher HIV mortality and decreased retention in care, we investigated their frequency and impact on tuberculosis preventive therapy (TPT) adherence and completion among people with HIV (PWHIV) initiating TPT. We conducted a prospective, longitudinal cohort study with a nested mixed methods study in 2 Johannesburg, South Africa, facilities. Participants were PWHIV on antiretroviral therapy initiating TPT between August and December 2023. We measured TPT adherence and completion with electronic medication boxes. We used validated tools to measure symptoms of anxiety, depression, alcohol use, and other substance use at enrollment and 12 weeks. We constructed multivariable regression models to determine associations of these variables with TPT adherence and completion, adjusting for age, sex, and time on antiretroviral therapy. We interviewed participants about mental health and experiences with TPT and analyzed responses using deductive content analysis. Among 224 PWHIV, 111 (50%) completed TPT. Eighty-one (36%) screened positive for depression symptoms and 63 (28%) for anxiety symptoms. Seventy-six (34%) reported unhealthy alcohol use and 60 (27%) tobacco use. Using multivariable models adjusting for confounders, only depression symptoms were significantly and negatively associated with adherence (9% fewer doses; 95% confidence interval, .4-16; <i>P</i> = .032) and completion (odds ratio, 0.48; 95% confidence interval, .26-.90; <i>P</i> = .021). Participant narratives highlighted the negative influence of mental health on adherence and the need for social and psychological support services. Symptoms of depression, anxiety, unhealthy alcohol use, and tobacco use were common among PWHIV initiating TPT. Depression symptoms were strongly and independently associated with TPT nonadherence and noncompletion.",Open forum infectious diseases,2025,Ann E Johnson; Lucy Chimoyi; Sheela Shenoi; Marie A Brault; Laura Forastiere; Salome Charalambous; Violet Chihota; J Lucian Davis
40567980,The association between perceived COVID-19-related discrimination and probable depression among pregnant women in the post-pandemic era: a cross-sectional study.,"The 2019 coronavirus disease (COVID-19) has substantially influenced the physical and psychological wellbeing of populations who survived the pandemic. Discrimination against infected individuals has been a public health concern and has been identified as a risk factor for mental health issues. However, limited empirical evidence is available to support its role in psychological disorders during the prenatal period. The current study aims to investigate the association between COVID-19-related discrimination and the likelihood of experiencing probable depression among women in their early pregnancy. A cross-sectional study was conducted from 1 May 2023 to 31 August 2023 using an anonymous online questionnaire distributed to women in their first trimester of pregnancy in the antenatal care clinic of three hospitals. The Edinburgh Postnatal Depression Scale was used to screen antenatal depression. The logistic regression model was used to assess the relationship between COVID-19-related discrimination and antenatal depression. A total of 3,608 pregnant women were enrolled in this study, of whom 657 screened positive for antenatal depression (AND), resulting in a prevalence of 18.2%. More than one-third of the participants experienced COVID-19-related discrimination. The logistic regression analysis demonstrated a greater prevalence of probable depression among pregnant women who experienced COVID-19-related discrimination compared with those who did not. This study provided novel evidence for the association between COVID-19-related discrimination and probable depression in pregnant women, highlighting an associated factor for supportive interventions that may be relevant in the post-pandemic era.",Frontiers in public health,2025,Peiqin Liang; Yu Chen; Runjun Li; Yan Liu; Ribo Xiong
40567978,"Global, regional and national burden of depressive disorders in adolescents and young adults, 1990-2021: systematic analysis of the global burden of disease study 2021.","To promote evidence-based policymaking, this research attempts to investigate global trends in depressive disorders among individuals aged 15-39 from 1990 to 2021, determine risk factors, and forecast the next trends from 2022 to 2050. Data from the Global Burden of Disease (GBD) 2021 database were analyzed to look at the global, national, and regional burden of depressive disorders among individuals aged 15-39 from 1990 to 2021. Incidence rates, disability-adjusted life years (DALYs), and contributions of various risk factors to DALYs were also examined in this research. All incidence and disability-adjusted life year (DALY) rates were calculated per 100,000 population and are presented with corresponding 95% uncertainty intervals (UIs). The burden of disease through 2050 was projected using Bayesian age-period-cohort (BAPC) modeling. Globally, the incidence in 2021 was estimated at 158,696,139.89 cases (95% UI, 129,182,271.23-197,238,491.78), with associated DALYs totaling 25,093,054.94 (95% UI, 16,739,757.06-35,139,293.90). Between 1990 and 2021, the incidence rose by 62.91% (95% UI, 57.91-68.12%), while DALYs increased by 60.46% (95% UI, 55.99-64.91%). The highest estimated annual percentage changes (EAPCs) for both incidence [2.63%; 95% confidence interval (CI), 2.45-2.82%] and DALYs (2.72%; 95% CI, 2.57-2.88%) were identified in low Socio-demographic Index (SDI) regions. Western Europe had the most cases (9,939,816.39; 95% UI, 8,081,380.82-12,409,843.00) among the 21 geographic regions examined in 2021. Globally, India exhibited the most significant burden in 2021, with incident cases reaching 32,241,303.32 (95% UI, 26,251,449.50-39,943,511.76). Furthermore, the largest burden of DALYs was observed in India, amounting to 5,034,818.12 (95% UI, 3,363,390.70-7,076,632.70). The global burden was primarily attributed to several significant risk factors, including exposure to behavioral risks, experiences of bullying victimization, incidents of childhood sexual abuse, experiences of childhood sexual abuse and bullying, as well as intimate partner violence. Projections extending to 2050 indicate an ongoing upward trend in the incidence rate within this demographic group during this period. Overall, the burden of depressive disorders in this population has shown a marked increase, especially in low-SDI regions. A comprehensive understanding of the epidemiology of depressive disorders among adolescents and young adults is essential to enhance disease prevention and control efforts.",Frontiers in public health,2025,Le Zhao; Yan Lou; Yuexian Tao; Hangsai Wang; Nan Xu
40567964,Associations between local rates of violence and experiences of psychosis in Trinidad.,"Individual-level exposure to violence is known to influence various aspects of the experience of psychosis. This study aimed to assess the impact of local violence rates on the symptom profiles and outcomes of people with psychosis, their exposure to trauma and other potential risk and protective factors, and interactions with the police and mental health services, in a Caribbean country with high rates of violent crime. Data from 212 people with psychosis and matched population control participants were collected through a population-based programme of research on psychosis in Trinidad (INTREPID II) and linked geographically with crime statistics, disaggregated to the areas surrounding each police station. There was no evidence of a substantive association between local rates of violent crime and symptoms of psychosis or the course of illness on most measures, although people in lower crime areas appeared to be more likely to experience hallucinations than those living in high-violence areas (β-0.30, 95% CI -0.50--0.11, <i>p</i> < 0.01). There was some evidence that people living in high-violence areas were more likely to be restrained within the mental health system than those from lower-violence areas (OR 2.00, 95% CI 0.98-4.09, <i>p</i> = 0.06), despite being no more likely to act in violent or disruptive ways. The lack of association between violent crime and various aspects of psychosis may indicate that the psychological effect of violent crime is not confined to single localities, and may be influenced by other factors besides rates of violence in participants' immediate local area. Research is needed to investigate why individuals from disadvantaged neighbourhoods that are associated with gang violence experience different treatment within health services and to evaluate strategies to address these disparities.",Frontiers in public health,2025,Tessa Roberts; Joni Lee Pow; Casswina Donald; Diego Quattrone; Gerard Hutchinson; Craig Morgan
